score,suitability,format,unknown_class_count,missing_model_count,name,path,features,reason,unknown_classes,missing_models
-2,不推荐,ui,9,8,SD3海报.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\SD3海报工作流\SD3海报.json,image_input;prompt,animate、lip、depth、修复,CR Multi-ControlNet Stack;CR Overlay Transparent Image;Efficient Loader;Image Overlay;ImageResize+;KSampler (Efficient);LayerUtility: TextBox;SDXLPromptStyler;Seed Generator,梦中花境_v1.0.safetensors;v3_sd15_adapter.ckpt;创意｜透明充气膨胀效果_创意｜透明充气膨胀效果V1.0.safetensors;sd3_medium_incl_clips_t5xxlfp8.safetensors;control_v11p_sd15_lineart_fp16.safetensors;control_v11f1p_sd15_depth.pth;revAnimated_v2Rebirth.safetensors;RealESRGAN_x4plus.pth
-2,不推荐,ui,9,8,workflow-hologram-lazer-beauty-workflow-aXnBNlxoAhlYJsdFScIa-akihungac-openart.ai.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\科技全息工作流\workflow-hologram-lazer-beauty-workflow-aXnBNlxoAhlYJsdFScIa-akihungac-openart.ai.json,image_input;pose_control;prompt,lip、pose、修复,CR Apply LoRA Stack;CR Aspect Ratio;CR LoRA Stack;CR Simple Image Compare;CR Text;CR Text Concatenate;StringFunction|pysssss;UltralyticsDetectorProvider;WD14Tagger|pysssss,face_yolov8m-seg_60.pt;control_v11p_sd15_openpose_fp16.safetensors;majicmixRealistic_v7.safetensors;yolox_l.torchscript.pt;dw-ll_ucoco_384_bs5.torchscript.pt;绪儿-全息裙xuer hologram Laser dress.safetensors;绪儿-梦幻场景 dream like.safetensors;add_detail.safetensors
-2,不推荐,ui,12,1,08_换脸.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\08_换脸.json,image_input;prompt,lip,ApplyPulidFlux;ImageColorMatch+;ImageResize+;LayerMask: MaskPreview;LayerMask: PersonMaskUltra V2;LayerUtility: CropBoxResolve;LayerUtility: CropByMask V2;LayerUtility: RestoreCropBox;MaskBlur+;PulidFluxEvaClipLoader;PulidFluxInsightFaceLoader;PulidFluxModelLoader,pulid_flux_v0.9.1.safetensors
-2,不推荐,ui,12,1,FLUX-ACE++换装（竖版切图）.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX+ACE模特换衣\FLUX-ACE++换装（竖版切图）.json,image_input;prompt,lip,ImageCrop+;ImageResize+;InpaintCrop;InpaintStitch;InspyrenetRembg;JanusImageUnderstanding;JanusModelLoader;LayerUtility: ColorImage;LayerUtility: TextJoin;Mask Fill Holes;ShowText|pysssss;easy imageSize,F.1阿里ACE++微调 comfyui用_V1.safetensors
-2,不推荐,ui,18,4,真人转漫画转真人.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\番茄酱-动漫真人互转\真人和卡通转换\真人转漫画转真人.json,image_input;prompt,lip、depth、修复,ACN_AdvancedControlNetApply;AnyLinePreprocessor;ApplyInstantID;Automatic CFG;BNK_CLIPTextEncodeAdvanced;ConstrainImage|pysssss;Image Crop Face;Image Paste Face;InstantIDFaceAnalysis;InstantIDModelLoader;LayerMask: RmBgUltra V2;LayerMask: SegmentAnythingUltra V2;LoraLoader|pysssss;ShowText|pysssss;StringFunction|pysssss,ip_adapter.bin;control_instant_id_sdxl.safetensors;depth-zoe-xl-v1.0-controlnet.safetensors;PonyXL简单线条（MinimalStyle）.safetensors
-3,不推荐,ui,3,2,使用LoRa生成统一的人物形象.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX解决人物一致性工作流\使用LoRa生成统一的人物形象.json,prompt,lip,BetterFilmGrain;InjectLatentNoise+;Upscale Model Loader,niji-动漫二次元加强版_f.1d.safetensors;lala-000012.safetensors
-3,不推荐,ui,3,2,使用LoRa生成统一的人物形象.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux、ComfyUI 与 FluxGym精准塑造一致性人物形象\使用LoRa生成统一的人物形象.json,prompt,lip,BetterFilmGrain;InjectLatentNoise+;Upscale Model Loader,niji-动漫二次元加强版_f.1d.safetensors;lala-000012.safetensors
-3,不推荐,ui,3,3,241007_MICKMUMPITZ_FLUX+LORA.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\国外大神Mick工作流\241007_MICKMUMPITZ_FLUX+LORA.json,prompt,lip、修复,BetterFilmGrain;InjectLatentNoise+;Upscale Model Loader,flux1-dev-fp8.safetensors;gym-snibbelwibcaption-000012.safetensors;tinaai-000012.safetensors
-3,不推荐,ui,4,4,31.Nunchaku-PuLID.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\31.Nunchaku-PuLID.json,image_input;prompt,lip,NunchakuFluxDiTLoader;NunchakuFluxPuLIDApplyV2;NunchakuPuLIDLoaderV2;NunchakuTextEncoderLoaderV2,awq-int4-flux.1-t5xxl.safetensors;pulid_flux_v0.9.1.safetensors;EVA02_CLIP_L_336_psz14_s6B.pt;svdq-int4_flux.1-dev.safetensors
-3,不推荐,ui,4,6,LOGO文字设计.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\LOGO文字设计.json,prompt,lip、pose、depth、修复,ControlNetLoaderAdvanced;Efficient Loader;KSampler (Efficient);Text box,control_v11f1e_sd15_tile.pth;4x-UltraSharp.pth;more_details.safetensors;crystalClearXL_ccxl.safetensors;xl_more_art-full_v1.safetensors;自定义生成文本 Harrlogos_v2.0.safetensors
-3,不推荐,ui,7,2,CN  Union-Pro-2.0 控图工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux ControlNet V2 升级！五大控图模式！\工作流\CN  Union-Pro-2.0 控图工作流.json,image_input;prompt,lip,CR Simple Image Compare;Fast Groups Bypasser (rgthree);GetImageSize+;Miaoshouai_Flux_CLIPTextEncode;Miaoshouai_Tagger;ShowText|pysssss;easy cleanGpuUsed,FLUX.1-dev-ControlNet-Union-Pro-2.0.safetensors;麦橘超然majicFlus_v1.safetensors
-3,不推荐,ui,8,2,SUPIR超级高清放大修复.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux一键电商场景模特生成\SUPIR超级高清放大修复.json,image_input,lip、修复、高清,ImageResize+;SUPIR_Upscale;SUPIR_conditioner;SUPIR_decode;SUPIR_encode;SUPIR_first_stage;SUPIR_model_loader_v2;SUPIR_sample,SUPIR-v0F_fp16.safetensors;XL写实：LEOSAM HelloWorld 新世界_v5.0.safetensors
-3,不推荐,ui,9,4,Fooocus移除物体(普通场景)速度快-瑜明.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Fooocus+Flux万物移除工作流\工作流\Fooocus移除物体(普通场景)速度快-瑜明.json,image_input;prompt,lip、depth,BlendInpaint;CheckpointLoader|pysssss;CutForInpaint;INPAINT_ApplyFooocusInpaint;INPAINT_InpaintWithModel;INPAINT_LoadFooocusInpaint;INPAINT_LoadInpaintModel;INPAINT_VAEEncodeInpaintConditioning;Mask Fill Holes,controlnet++SDXL_promax.safetensors;juggernautXL_juggXIByRundiffusion.safetensors;MAT_Places512_G_fp16.safetensors;fooocus_inpaint_head.pth
-3,不推荐,ui,9,6,35.网红孵化器-批量.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\35.网红孵化器-批量.json,prompt,lip、镜头、表情,CR SDXL Aspect Ratio;Fast Groups Bypasser (rgthree);Florence2ModelLoader;Florence2Run;LoadImageListFromDir //Inspire;ReduxAdvanced;ShowText|pysssss;Text Concatenate;Text Multiline,FLUX-dev-lora-AntiBlur.safetensors;Lovely网红 F.1_V1.safetensors;AWPortraitCN.safetensors;flux1-dev-fp8.safetensors;flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
-3,不推荐,ui,13,4,flux全新思路工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLUX万物迁移工作流，电商次世代！(1)\flux全新思路工作流.json,image_input;prompt,lip、depth,ConstrainImage|pysssss;DynamicTileMerge;DynamicTileSplit;Florence2ModelLoader;Florence2Run;GetNode;ImageSmartSharpen+;SetNode;ShowText|pysssss;TTP_Tile_image_size;Upscale Model Loader;easy imageBatchToImageList;easy imageListToImageBatch,自用真实写真.safetensors;DAT_x4.pth;flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
-3,不推荐,ui,19,3,小面积局部重绘V1BY CYCHENYUE.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\小面积局部重绘\小面积局部重绘V1BY CYCHENYUE.json,image_input;prompt,lip、修复,BlendInpaint;BrushNet;BrushNetLoader;Fast Bypasser (rgthree);GetNode;GroundingDinoModelLoader (segment anything);GroundingDinoSAMSegment (segment anything);Image Overlay;ImageCrop+;KSampler (Efficient);MaskPreview+;Mute / Bypass Repeater (rgthree);NNLatentUpscale;Primitive integer [Crystools];Primitive string [Crystools],sdxl_lightning_4step_lora.safetensors;sdxl10ArienmixxlAsian_v40Pruned.safetensors;segmentation_mask_brushnet_ckpt_sdxl.safetensors
-3,不推荐,ui,20,6,flux扩图工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\FLux扩图工作流\flux扩图工作流.json,image_input;prompt,video、lip,Bus Node;CR Image Input Switch;CR Prompt Text;Fast Groups Muter (rgthree);FloatSlider;GetNode;Image Blank;Image Blend by Mask;Int-🔬;LayerColor: AutoAdjustV2;LayerUtility: ImageBlend;LayerUtility: ImageBlendAdvance V2;MaskBlur+;MaskPreview+;Masks Subtract,diffusion_pytorch_model_promax.safetensors;juggernautXL_juggXIByRundiffusion.safetensors;4xFaceUpDAT.pth;4x-UltraSharp.pth;perfection_style_flux_v1.safetensors;flux1-dev-fp8.safetensors
-4,不推荐,ui,3,3,19.文生图Nunchaku-flux.1-dev-lora.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\2.文生图片类\19.文生图Nunchaku-flux.1-dev-lora.json,prompt,lip,NunchakuFluxDiTLoader;NunchakuFluxLoraLoader;NunchakuTextEncoderLoaderV2,awq-int4-flux.1-t5xxl.safetensors;svdq-int4_flux.1-dev.safetensors;AWPortrait CN_2.0.safetensors
-4,不推荐,ui,4,0,Janus-Pro工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\deepseek+Comfyui文生图工作流（附模型安装方法）\工作流\Janus-Pro工作流.json,image_input,,JanusImageGeneration;JanusImageUnderstanding;JanusModelLoader;ShowText|pysssss,
-4,不推荐,ui,4,2,17.kontext-双nunchaku急速修复工作流.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\17.kontext-双nunchaku急速修复工作流.json,prompt,lip、修复,ApplyFBCacheOnModel;NunchakuFluxDiTLoader;NunchakuTextEncoderLoaderV2;easy cleanGpuUsed,svdq-int4_r32-flux.1-kontext-dev.safetensors;4x_NMKD-Siax_200k.pth
-4,不推荐,ui,4,2,换装换产品电商工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\涩涩工作流\换装换产品电商工作流.json,image_input;prompt,lip、修复、NSFW/需安全改写,ImageResize+;InpaintCrop;InpaintStitch;UltralyticsDetectorProvider,sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors
-4,不推荐,ui,6,3,33.Work-Fisher+Qwen-Edit-AIO合集.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\33.Work-Fisher+Qwen-Edit-AIO合集.json,image_input;prompt,lip、姿势、NSFW/需安全改写,Fast Groups Bypasser (rgthree);ImageColorMatch+;LayerUtility: ImageReel;LayerUtility: ImageReelComposit;LayerUtility: ImageScaleByAspectRatio V2;TextEncodeQwenImageEditPlusAdvance_lrzjason,Qwen-Image-Lightning-4steps-V1.0.safetensors;consistence_edit_v2.safetensors;Qwen-Rapid-AIO-NSFW-v5.safetensors
-4,不推荐,ui,6,5,让喜欢的人物迁移在一起（可单独控制背景）.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\让喜欢的人物迁移在一起（可单独控制背景）.json,image_input;prompt,lip、人物迁移、修复、NSFW/需安全改写,CR Image Input Switch (4 way);CheckpointLoader|pysssss;ControlNetLoaderAdvanced;Get image size;IPAdapterApply;LoraLoader|pysssss,ip-adapter-plus_sd15.bin;4x-UltraSharp.pth;control_v11f1e_sd15_tile_fp16.safetensors;3D丨新春龙_V1.0.safetensors;majicmixRealistic_v7.safetensors
-4,不推荐,ui,7,4,04.电商一键换背景工作流.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\04.电商一键换背景工作流.json,image_input;prompt,lip、canny,BrushNet;BrushNetLoader;ImageResize+;LayerMask: MaskPreview;LayerMask: SegmentAnythingUltra V2;Load Lora;easy imageDetailTransfer,diffusion_pytorch_model-001.safetensors;control_v11p_sd15_canny_fp16.safetensors;dreamshaper_8_v8.safetensors;自然美妆场景_2.0.safetensors
-4,不推荐,ui,9,0,Epicrealismxl+Flux换脸工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\涩涩工作流\Epicrealismxl+Flux换脸工作流.json,image_input;prompt,lip、修复、NSFW/需安全改写,ApplyInstantID;CropFaces;DetectFaces;InstantIDFaceAnalysis;InstantIDModelLoader;MaskFastGrow;MaskPreview+;WarpFacesBack;easy imageColorMatch,
-4,不推荐,ui,9,0,万物迁移 高适配度 不挑图片 电商场景应用.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\涩涩工作流\万物迁移 高适配度 不挑图片 电商场景应用.json,image_input;prompt,lip、修复、NSFW/需安全改写,BackgroundScaler;GetNode;InpaintCrop;InpaintStitch;LayerMask: BiRefNetUltra;LayerMask: SegmentAnythingUltra V2;LayerUtility: ImageScaleByAspectRatio V2;SetNode;easy imageInsetCrop,
-4,不推荐,ui,9,3,人物一致性.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\从单图到多副本，探索 AI 在人像生成领域的应用，ComfyUI将一张图衍生成多张一致性图像！\人物一致性.json,image_input;prompt,lip,Compositor3;CompositorConfig3;ImageCrop+;LayerUtility: ImageScaleByAspectRatio V2;MaskPreview+;ReduxAdvanced;UltralyticsDetectorProvider;easy cleanGpuUsed;easy makeImageForICLora,F.1  ACE++subject_subject模型.safetensors;flux1-redux-dev.safetensors;sigclip_vision_patch14_384.safetensors
-4,不推荐,ui,10,4,新神器_ICEdit：本地P图.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\ICEdit：主体一致  图像转绘、编辑、工作流\工作流\新神器_ICEdit：本地P图.json,image_input;prompt,lip、修复,ChinesePrompt_Mix;Fast Groups Bypasser (rgthree);GetNode;Int;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;LayerUtility: ImageScaleByAspectRatio V2;SetNode;ShowText|pysssss;easy makeImageForICLora,ICEdit-MoE-LoRA.safetensors;pytorch_lora.safetensors;Flux.1-dev-Controlnet-Upscaler.safetensors;flux1-dev-fp8-774199fce69c.safetensors
-4,不推荐,ui,20,4,人像一键精修(生产力).json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\人像一键精修代替PS\工作流\人像一键精修(生产力).json,image_input;prompt,lip、修复,CR Simple Image Compare;FluxDeGuidance;FluxForwardODESampler;FluxReverseODESampler;GetNode;Image Blend by Mask;Image Filter Adjustments;Image High Pass Filter;InFluxModelSamplingPred;Int;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;LayerUtility: ImageScaleByAspectRatio V2;Load Image Batch;OutFluxModelSamplingPred,麦橘超然majicFlus_v1.safetensors;Flux.1-dev-Controlnet-Upscaler.safetensors;苏-FLUX皮肤细节增强去伪存真_v1.0.safetensors;4x_NMKD-Superscale-SP_178000_G.pth
-4,不推荐,ui,24,8,换头换脸_v1工作流-.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\换头换脸工作流-蓝\换头换脸_v1工作流-.json,image_input;prompt,wan、lip、修复,ApplyPulidFlux;FaceAnalysisModels;FaceSegmentation;GetNode;Image Overlay;ImageResize+;JanusImageUnderstanding;JanusModelLoader;LayerMask: MaskPreview;LayerMask: PersonMaskUltra V2;LayerUtility: ImageScaleByAspectRatio V2;PulidFluxEvaClipLoader;PulidFluxInsightFaceLoader;PulidFluxModelLoader;ReduxAdvanced,pulid_flux_v0.9.1.safetensors;fluxFillFP8_v10.safetensors;FLUX.1-Turbo-Alpha.safetensors;flux1-dev-fp8.safetensors;RealESRGAN_x2plus.pth;comfyui_portrait_lora64.safetensors;sigclip_vision_patch14_384.safetensors;flux1-redux-dev.safetensors
-5,不推荐,ui,7,4,Flux&线稿上色.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\flux线稿上色工作流\Flux&线稿上色.json,image_input;prompt,lip,CR Multi-ControlNet Stack;Efficient Loader;Fast Groups Bypasser (rgthree);FluxSamplerParams+;GetImageSize+;KSampler (Efficient);String Literal,FLUX.1-dev-fp8.safetensors;LineDrawing l 黑白线稿-FLUX_干净的黑白线稿_v1.0.safetensors;动漫 primemix_v21.safetensors;control_v11p_sd15_lineart_fp16.safetensors
-5,不推荐,ui,9,0,Gemini-无显存本地运行工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\Genimi无显存运行工作流(1)\Gemini-无显存本地运行工作流.json,image_input,修复,Fast Groups Muter (rgthree);GetNode;Google-Gemini;LayerUtility: ImageScaleByAspectRatio V2;SetNode;ShowText|pysssss;easy boolean;easy ifElse;workflow>Gemini 2.0 image,
-5,不推荐,ui,9,0,Gemini-无显存本地运行工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\Genimi无显存运行工作流\Gemini-无显存本地运行工作流.json,image_input,修复,Fast Groups Muter (rgthree);GetNode;Google-Gemini;LayerUtility: ImageScaleByAspectRatio V2;SetNode;ShowText|pysssss;easy boolean;easy ifElse;workflow>Gemini 2.0 image,
-5,不推荐,ui,10,4,3种风格融合的文生图工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\3种风格融合的文生图工作流.json,prompt,lip、pose、修复,Eff. Loader SDXL;Float;Get latent size;Integer;LoRA Stacker;MathExpression|pysssss;SDXL Empty Latent Image;SDXLPromptStyler;TranslateCLIPTextEncodeNode;Unpack SDXL Tuple,crystalClearXL_ccxl.safetensors;sd_xl_refiner_1.0_0.9vae.safetensors;sdxl_vae.safetensors;4x-UltraSharp.pth
-5,不推荐,ui,12,6,Fooocus+FLUX移除物体(复杂场景)-瑜明.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Fooocus+Flux万物移除工作流\工作流\Fooocus+FLUX移除物体(复杂场景)-瑜明.json,image_input;prompt,lip、depth,BlendInpaint;CheckpointLoader|pysssss;DownloadAndLoadFlorence2Model;Florence2Run;INPAINT_ApplyFooocusInpaint;INPAINT_InpaintWithModel;INPAINT_LoadFooocusInpaint;INPAINT_LoadInpaintModel;INPAINT_VAEEncodeInpaintConditioning;Mask Fill Holes;ShowText|pysssss;easy imageScaleDownToSize,controlnet++SDXL_promax.safetensors;juggernautXL_juggXIByRundiffusion.safetensors;MAT_Places512_G_fp16.safetensors;fooocus_inpaint_head.pth;flux1-dev-fp8.safetensors;Flux.1-dev-Controlnet-Depth.safetensors
-5,不推荐,ui,32,11,老照片修复上色工作流-V1.0.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\老照片修复上色工作流\老照片修复上色工作流-V1.0.json,image_input;prompt,lip、depth、修复、高清,Anything Everywhere3;BNK_CLIPTextEncodeAdvanced;CR Apply LoRA Stack;CR LoRA Stack;CR Prompt Text;CR Simple Text Watermark;ColorBlend;ColorCorrect;DF_Image_scale_to_side;FaceRestoreCFWithModel;FaceRestoreModelLoader;Float;GetImageSize+;ImageResize+;Int,realvisxlV40_v40LightningBakedvae.safetensors;SUPIR-v0Q_fp16.safetensors;realisticVisionV51_v51VAE.safetensors;Add More Details - Detail Enhancer  Tweaker(细节调整) LoRA.safetensors;control_v11p_sd15_lineart.pth;add-detail-xl.safetensors;control-lora-recolor-rank256.safetensors;leosamsHelloworldXL_helloworldXL60.safetensors;codeformer-v0.1.0.pth;control_v11f1e_sd15_tile.pth;4x-ClearRealityV1_Soft.pth
-6,不推荐,ui,4,2,图片智能扩图工作流（当然比不过PS Ai）.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\图片智能扩图工作流（当然比不过PS Ai）.json,image_input,lip、修复、NSFW/需安全改写,ControlNetLoaderAdvanced;Efficient Loader;Image scale to side;KSampler (Efficient),control_v11p_sd15_inpaint.pth;4x-UltraSharp.pth
-6,不推荐,ui,5,4,flux去除AI味道丨噪波注入.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux去除AI味道工作流\flux去除AI味道丨噪波注入.json,prompt,ltx、lip,CR SDXL Aspect Ratio;ImageSmartSharpen+;InjectLatentNoise+;LayerUtility: PurgeVRAM;Note Plus (mtb),flux1-dev-fp8.safetensors;flux_girl-000008.safetensors;Hyper-FLUX.1-dev-8steps-lora_rank1(1).safetensors;t5-v1_1-xxl-encoder-Q8_0.gguf
-6,不推荐,ui,9,0,Gemini-无显存本地运行工作流.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\谷歌Gemini2.0\Gemini-无显存本地运行工作流.json,image_input,,Fast Groups Muter (rgthree);GetNode;Google-Gemini;LayerUtility: ImageScaleByAspectRatio V2;SetNode;ShowText|pysssss;easy boolean;easy ifElse;workflow>Gemini 2.0 image,
-6,不推荐,ui,10,6,去AI味-图生图添加皮肤质感工作流.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\去除AI味工作流\去AI味-图生图添加皮肤质感工作流.json,image_input;prompt,lip、修复,LayerUtility: ImageScaleByAspectRatio V2;SUPIR_conditioner;SUPIR_decode;SUPIR_encode;SUPIR_first_stage;SUPIR_model_loader_v2;SUPIR_sample;Sharpen (mtb);easy cleanGpuUsed;easy imageColorMatch,8x_NMKD-Superscale_150000_G.pth;SUPIR-v0Q_fp16.safetensors;flux1-dev-fp8.safetensors;（写实风格）LEOSAM HelloWorld 新世界 _ SDXL大模型_v7.0.safetensors;Realistic Skin Texture style XL (Detailed Skin).safetensors;Skintastic_Flux_v1.safetensors
-6,不推荐,ui,25,9,产品精修工作流-首饰.珠宝.金属.黄金.戒指.项链.银饰品.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\首饰产品精修！超强工作流分享~ 饰品金属电商精修！ ComfyUI 工作流\工作流\产品精修工作流-首饰.珠宝.金属.黄金.戒指.项链.银饰品.json,image_input;prompt,lip、depth、修复,CR Simple Image Compare;ConstrainImage|pysssss;DetailTransfer;GetImageSize+;GetNode;ICLightConditioning;InspyrenetRembg;LayerColor: Brightness & Contrast;LayerColor: Color of Shadow & Highlight;LayerColor: RGB;LayerFilter: GaussianBlur;LayerMask: LoadFlorence2Model;LayerUtility: Florence2Image2Prompt;LayerUtility: ImageBlendAdvance;LayerUtility: ImageScaleByAspectRatio V2,4x-UltraSharp.pth;珠宝饰品精修_电商首饰_戒指_翡翠_宝石_项链_黄金_银饰_电商首饰_戒指_翡翠_宝石_项链_黄金_银饰_电商首饰_戒指_翡翠_宝石_项链_黄金_银饰_F.1_ZhuBao_JZ.safetensors;金属磨砂材质(电商产品精修专用)_V2.0.safetensors;flux1-dev-fp8-774199fce69c.safetensors;depth_anything_v2_vitl.pth;iclight_sd15_fc_unet_ldm.safetensors;写实：majicMIX realistic 麦橘写实_v7.safetensors;2xNomosUni_span_multijpg_ldl.safetensors;Flux Dev模型4步出图lora_Flux Dev模型4步出图lora_Flux Dev 4-step.safetensors
-7,不推荐,ui,6,6,AI实时绘画(投屏你的任意应该，比如PS，3D软件)工作流 (带你吃火锅).json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\火锅的工作流都在这里面\AI实时绘画(投屏你的任意应该，比如PS，3D软件)工作流 (带你吃火锅).json,prompt;video_nodes,video、lip、修复、NSFW/需安全改写,ControlNetLoaderAdvanced;FloatingVideo;KSampler (Efficient);ScreenShare;UltralyticsDetectorProvider;Upscale Model Loader,C4D渲染风格（Q版）_v1.23.safetensors;4x-UltraSharp.pth;lcm-lora-sdv1-5.safetensors;meinamix_meinaV11.safetensors;RealESRGAN_x4plus_anime_6B.pth;control_v11f1e_sd15_tile.pth
-7,不推荐,ui,7,6,21.证件照生成.json,D:\ComfyUI-Models\comfyui_workflow\4.工作流\workflows\3.图生图片类\21.证件照生成.json,image_input;prompt,lip,AddBackgroundNode;HivisionLayOutNode;HivisionNode;LaterProcessNode;TextEncodeQwenImageEditPlus_lrzjason;Textbox;ZHHivisionParamsNode,Qwen-Image-Lightning-4steps-V1.0.safetensors;Qwen-Image-Edit-Lightning-8steps-V1.0.safetensors;qwen_image_edit_fp8_e4m3fn.safetensors;Qwen-Image-Edit-2509_fp8_e4m3fn.safetensors;qwen_2.5_vl_7b_fp8_scaled.safetensors;qwen_image_vae.safetensors
-7,不推荐,ui,12,6,全程30秒极速写真.json,D:\ComfyUI-Models\comfyui_workflow\FLUX工作流合集\Flux+Kohya全程30秒无加速高画质写真\全程30秒极速写真.json,image_input;prompt,lip,ApplyInstantID;ChinesePrompt_Mix;CropFaces;DetailDaemonSamplerNode;DetectFaces;ImitationHueNode;InstantIDFaceAnalysis;InstantIDModelLoader;MaskFastGrow;MaskPreview+;ShowText|pysssss;WarpFacesBack,2xNomosUni_span_multijpg_ldl.safetensors;control_instant_id_sdxl.safetensors;epiCRealismXL-Lightning_Hades.safetensors;HyperL-F.1-加速器-PAseer_加速FLUX_AcceleratorV3.1.safetensors;Sim人像氛围写真XL-lora_V1.safetensors;麦橘超然majicFlus_v1.safetensors
-8,不推荐,ui,4,0,自动抠图工作流.json,D:\ComfyUI-Models\comfyui_workflow\10款神级工作流\自动抠图工作流.json,,,Image Save;InspyrenetRembg;LayerUtility: ImageRemoveAlpha;Load Image Batch,
-9,不推荐,ui,9,6,IP-adapter+FaceID 模型组合11种面部.json,D:\ComfyUI-Models\comfyui_workflow\电商，换脸，转绘，老照片修复等等工作流\IP-adapter+FaceID 模型组合11种面部工作流\IP-adapter+FaceID 模型组合11种面部.json,image_input;prompt,lip、修复、高清、NSFW/需安全改写,CR Image Input Switch (4 way);CheckpointLoader|pysssss;ControlNetLoaderAdvanced;IPAdapterApply;IPAdapterApplyFaceID;ImageCASharpening+;ImageCrop+;InsightFaceLoader;LoraLoader|pysssss,ip-adapter-plus-face_sd15.bin;add_detail.safetensors;3D丨新春龙_V1.0.safetensors;control_v11f1e_sd15_tile_fp16.safetensors;4x-UltraSharp.pth;majicmixRealistic_v7.safetensors
